PassengerId,Pclass,Age,estAge,SibSp,Parch,Fare,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S
588,1,60.0,0,1,1,79.2,0,1,1,0,0
102,3,28.0,0,0,0,7.8958,0,1,0,0,1
702,1,35.0,0,0,0,26.2875,0,1,0,0,1
744,3,24.0,0,1,0,16.1,0,1,0,0,1
854,1,16.0,0,0,1,39.4,1,0,0,0,1
6,3,28.0,0,0,0,8.4583,0,1,0,1,0
181,3,28.0,0,8,2,69.55,1,0,0,0,1
240,2,33.0,0,0,0,12.275,0,1,0,0,1
545,1,50.0,0,1,0,106.425,0,1,1,0,0
295,3,24.0,0,0,0,7.8958,0,1,0,0,1
96,3,28.0,0,0,0,8.05,0,1,0,0,1
35,1,28.0,0,1,0,82.1708,0,1,1,0,0
411,3,28.0,0,0,0,7.8958,0,1,0,0,1
593,3,47.0,0,0,0,7.25,0,1,0,0,1
126,3,12.0,0,1,0,11.2417,0,1,1,0,0
788,3,8.0,0,4,1,29.125,0,1,0,1,0
139,3,16.0,0,0,0,9.2167,0,1,0,0,1
608,1,27.0,0,0,0,30.5,0,1,0,0,1
70,3,26.0,0,2,0,8.6625,0,1,0,0,1
692,3,4.0,0,0,1,13.4167,1,0,1,0,0
52,3,21.0,0,0,0,7.8,0,1,0,0,1
778,3,5.0,0,0,0,12.475,1,0,0,0,1
677,3,24.0,1,0,0,8.05,0,1,0,0,1
859,3,24.0,0,0,3,19.2583,1,0,1,0,0
461,1,48.0,0,0,0,26.55,0,1,0,0,1
746,1,70.0,0,1,1,71.0,0,1,0,0,1
765,3,16.0,0,0,0,7.775,0,1,0,0,1
885,3,25.0,0,0,0,7.05,0,1,0,0,1
400,2,28.0,0,0,0,12.65,1,0,0,0,1
75,3,32.0,0,0,0,56.4958,0,1,0,0,1
753,3,33.0,0,0,0,9.5,0,1,0,0,1
320,1,40.0,0,1,1,134.5,1,0,1,0,0
649,3,28.0,0,0,0,7.55,0,1,0,0,1
450,1,52.0,0,0,0,30.5,0,1,0,0,1
531,2,2.0,0,1,1,26.0,1,0,0,0,1
811,3,26.0,0,0,0,7.8875,0,1,0,0,1
30,3,28.0,0,0,0,7.8958,0,1,0,0,1
399,2,23.0,0,0,0,10.5,0,1,0,0,1
200,2,24.0,0,0,0,13.0,1,0,0,0,1
416,3,28.0,0,0,0,8.05,1,0,0,0,1
850,1,28.0,0,1,0,89.1042,1,0,1,0,0
869,3,28.0,0,0,0,9.5,0,1,0,0,1
562,3,40.0,0,0,0,7.8958,0,1,0,0,1
226,3,22.0,0,0,0,9.35,0,1,0,0,1
291,1,26.0,0,0,0,78.85,1,0,0,0,1
36,1,42.0,0,1,0,52.0,0,1,0,0,1
699,1,49.0,0,1,1,110.8833,0,1,1,0,0
361,3,40.0,0,1,4,27.9,0,1,0,0,1
121,2,21.0,0,2,0,73.5,0,1,0,0,1
424,3,28.0,0,1,1,14.4,1,0,0,0,1
82,3,29.0,0,0,0,9.5,0,1,0,0,1
194,2,3.0,0,1,1,26.0,0,1,0,0,1
326,1,36.0,0,0,0,135.6333,1,0,1,0,0
706,2,39.0,0,0,0,26.0,0,1,0,0,1
21,2,35.0,0,0,0,26.0,0,1,0,0,1
700,3,42.0,0,0,0,7.65,0,1,0,0,1
386,2,18.0,0,0,0,73.5,0,1,0,0,1
569,3,28.0,0,0,0,7.2292,0,1,1,0,0
663,1,47.0,0,0,0,25.5875,0,1,0,0,1
731,1,29.0,0,0,0,211.3375,1,0,0,0,1
661,1,50.0,0,2,0,133.65,0,1,0,0,1
98,1,23.0,0,0,1,63.3583,0,1,1,0,0
501,3,17.0,0,0,0,8.6625,0,1,0,0,1
368,3,28.0,0,0,0,7.2292,1,0,1,0,0
86,3,33.0,0,3,0,15.85,1,0,0,0,1
780,1,43.0,0,0,1,211.3375,1,0,0,0,1
371,1,25.0,0,1,0,55.4417,0,1,1,0,0
496,3,28.0,0,0,0,14.4583,0,1,1,0,0
862,2,21.0,0,1,0,11.5,0,1,0,0,1
306,1,0.92,0,1,2,151.55,0,1,0,0,1
332,1,45.0,1,0,0,28.5,0,1,0,0,1
694,3,25.0,0,0,0,7.225,0,1,1,0,0
659,2,23.0,0,0,0,13.0,0,1,0,0,1
624,3,21.0,0,0,0,7.8542,0,1,0,0,1
837,3,21.0,0,0,0,8.6625,0,1,0,0,1
748,2,30.0,0,0,0,13.0,1,0,0,0,1
123,2,32.0,1,1,0,30.0708,0,1,1,0,0
691,1,31.0,0,1,0,57.0,0,1,0,0,1
357,1,22.0,0,0,1,55.0,1,0,0,0,1
625,3,21.0,0,0,0,16.1,0,1,0,0,1
76,3,25.0,0,0,0,7.65,0,1,0,0,1
404,3,28.0,0,1,0,15.85,0,1,0,0,1
24,1,28.0,0,0,0,35.5,0,1,0,0,1
202,3,28.0,0,8,2,69.55,0,1,0,0,1
158,3,30.0,0,0,0,8.05,0,1,0,0,1
45,3,19.0,0,0,0,7.8792,1,0,0,1,0
422,3,21.0,0,0,0,7.7333,0,1,0,1,0
383,3,32.0,0,0,0,7.925,0,1,0,0,1
549,3,33.0,0,1,1,20.525,0,1,0,0,1
595,2,37.0,0,1,0,26.0,0,1,0,0,1
442,3,20.0,0,0,0,9.5,0,1,0,0,1
272,3,25.0,0,0,0,0.0,0,1,0,0,1
500,3,24.0,0,0,0,7.7958,0,1,0,0,1
521,1,30.0,0,0,0,93.5,1,0,0,0,1
689,3,18.0,0,0,0,7.7958,0,1,0,0,1
266,2,36.0,0,0,0,10.5,0,1,0,0,1
351,3,23.0,0,0,0,9.225,0,1,0,0,1
713,1,48.0,0,1,0,52.0,0,1,0,0,1
387,3,1.0,0,5,2,46.9,0,1,0,0,1
620,2,26.0,0,0,0,10.5,0,1,0,0,1
222,2,27.0,0,0,0,13.0,0,1,0,0,1
433,2,42.0,0,1,0,26.0,1,0,0,0,1
93,1,46.0,0,1,0,61.175,0,1,0,0,1
221,3,16.0,0,0,0,8.05,0,1,0,0,1
265,3,28.0,0,0,0,7.75,1,0,0,1,0
77,3,28.0,0,0,0,7.8958,0,1,0,0,1
189,3,40.0,0,1,1,15.5,0,1,0,1,0
441,2,45.0,0,1,1,26.25,1,0,0,0,1
861,3,41.0,0,2,0,14.1083,0,1,0,0,1
459,2,50.0,0,0,0,10.5,1,0,0,0,1
741,1,28.0,0,0,0,30.0,0,1,0,0,1
235,2,24.0,0,0,0,10.5,0,1,0,0,1
669,3,43.0,0,0,0,8.05,0,1,0,0,1
881,2,25.0,0,0,1,26.0,1,0,0,0,1
874,3,47.0,0,0,0,9.0,0,1,0,0,1
48,3,28.0,0,0,0,7.75,1,0,0,1,0
122,3,28.0,0,0,0,8.05,0,1,0,0,1
530,2,23.0,0,2,1,11.5,0,1,0,0,1
327,3,61.0,0,0,0,6.2375,0,1,0,0,1
707,2,45.0,0,0,0,13.5,1,0,0,0,1
447,2,13.0,0,0,1,19.5,1,0,0,0,1
432,3,28.0,0,1,0,16.1,1,0,0,0,1
39,3,18.0,0,2,0,18.0,1,0,0,0,1
401,3,39.0,0,0,0,7.925,0,1,0,0,1
520,3,32.0,0,0,0,7.8958,0,1,0,0,1
794,1,28.0,0,0,0,30.6958,0,1,1,0,0
519,2,36.0,0,1,0,26.0,1,0,0,0,1
312,1,18.0,0,2,2,262.375,1,0,1,0,0
828,2,1.0,0,0,2,37.0042,0,1,1,0,0
79,2,0.83,0,0,2,29.0,0,1,0,0,1
11,3,4.0,0,1,1,16.7,1,0,0,0,1
210,1,40.0,0,0,0,31.0,0,1,1,0,0
848,3,35.0,0,0,0,7.8958,0,1,1,0,0
544,2,32.0,0,1,0,26.0,0,1,0,0,1
172,3,4.0,0,4,1,29.125,0,1,0,1,0
114,3,20.0,0,1,0,9.825,1,0,0,0,1
548,2,28.0,0,0,0,13.8625,0,1,1,0,0
88,3,28.0,0,0,0,8.05,0,1,0,0,1
309,2,30.0,0,1,0,24.0,0,1,1,0,0
92,3,20.0,0,0,0,7.8542,0,1,0,0,1
872,1,47.0,0,1,1,52.5542,1,0,0,0,1
704,3,25.0,0,0,0,7.7417,0,1,0,1,0
724,2,50.0,0,0,0,13.0,0,1,0,0,1
510,3,26.0,0,0,0,56.4958,0,1,0,0,1
279,3,7.0,0,4,1,29.125,0,1,0,1,0
736,3,28.0,1,0,0,16.1,0,1,0,0,1
117,3,70.0,1,0,0,7.75,0,1,0,1,0
770,3,32.0,0,0,0,8.3625,0,1,0,0,1
764,1,36.0,0,1,2,120.0,1,0,0,0,1
781,3,13.0,0,0,0,7.2292,1,0,1,0,0
374,1,22.0,0,0,0,135.6333,0,1,1,0,0
180,3,36.0,0,0,0,0.0,0,1,0,0,1
439,1,64.0,0,1,4,263.0,0,1,0,0,1
607,3,30.0,0,0,0,7.8958,0,1,0,0,1
820,3,10.0,0,3,2,27.9,0,1,0,0,1
829,3,28.0,0,0,0,7.75,0,1,0,1,0
565,3,28.0,0,0,0,8.05,1,0,0,0,1
697,3,44.0,0,0,0,8.05,0,1,0,0,1
60,3,11.0,0,5,2,46.9,0,1,0,0,1
616,2,24.0,0,1,2,65.0,1,0,0,0,1
835,3,18.0,0,0,0,8.3,0,1,0,0,1
146,2,19.0,0,1,1,36.75,0,1,0,0,1
695,1,60.0,0,0,0,26.55,0,1,0,0,1
2,1,38.0,0,1,0,71.2833,1,0,1,0,0
364,3,35.0,0,0,0,7.05,0,1,0,0,1
212,2,35.0,0,0,0,21.0,1,0,0,0,1
579,3,28.0,0,1,0,14.4583,1,0,1,0,0
106,3,28.0,0,0,0,7.8958,0,1,0,0,1
369,3,28.0,0,0,0,7.75,1,0,0,1,0
821,1,52.0,0,1,1,93.5,1,0,0,0,1
61,3,22.0,0,0,0,7.2292,0,1,1,0,0
287,3,30.0,0,0,0,9.5,0,1,0,0,1
560,3,36.0,0,1,0,17.4,1,0,0,0,1
343,2,28.0,0,0,0,13.0,0,1,0,0,1
844,3,34.0,1,0,0,6.4375,0,1,1,0,0
630,3,28.0,0,0,0,7.7333,0,1,0,1,0
269,1,58.0,0,0,1,153.4625,1,0,0,0,1
585,3,28.0,0,0,0,8.7125,0,1,1,0,0
534,3,28.0,0,0,2,22.3583,1,0,1,0,0
851,3,4.0,0,4,2,31.275,0,1,0,0,1
438,2,24.0,0,2,3,18.75,1,0,0,0,1
54,2,29.0,0,1,0,26.0,1,0,0,0,1
420,3,10.0,0,0,2,24.15,1,0,0,0,1
672,1,31.0,0,1,0,52.0,0,1,0,0,1
310,1,30.0,0,0,0,56.9292,1,0,1,0,0
346,2,24.0,0,0,0,13.0,1,0,0,0,1
255,3,41.0,0,0,2,20.2125,1,0,0,0,1
303,3,19.0,0,0,0,0.0,0,1,0,0,1
153,3,55.0,1,0,0,8.05,0,1,0,0,1
727,2,30.0,0,3,0,21.0,1,0,0,0,1
640,3,28.0,0,1,0,16.1,0,1,0,0,1
454,1,49.0,0,1,0,89.1042,0,1,1,0,0
173,3,1.0,0,1,1,11.1333,1,0,0,0,1
556,1,62.0,0,0,0,26.55,0,1,0,0,1
280,3,35.0,0,1,1,20.25,1,0,0,0,1
227,2,19.0,0,0,0,10.5,0,1,0,0,1
631,1,80.0,0,0,0,30.0,0,1,0,0,1
683,3,20.0,0,0,0,9.225,0,1,0,0,1
858,1,51.0,0,0,0,26.55,0,1,0,0,1
71,2,32.0,0,0,0,10.5,0,1,0,0,1
722,3,17.0,0,1,0,7.0542,0,1,0,0,1
889,3,28.0,0,1,2,23.45,1,0,0,0,1
244,3,22.0,0,0,0,7.125,0,1,0,0,1
645,3,0.75,0,2,1,19.2583,1,0,1,0,0
652,2,18.0,0,0,1,23.0,1,0,0,0,1
116,3,21.0,0,0,0,7.925,0,1,0,0,1
370,1,24.0,0,0,0,69.3,1,0,1,0,0
647,3,19.0,0,0,0,7.8958,0,1,0,0,1
686,2,25.0,0,1,2,41.5792,0,1,1,0,0
418,2,18.0,0,0,2,13.0,1,0,0,0,1
55,1,65.0,0,0,1,61.9792,0,1,1,0,0
535,3,30.0,0,0,0,8.6625,1,0,0,0,1
581,2,25.0,0,1,1,30.0,1,0,0,0,1
559,1,39.0,0,1,1,79.65,1,0,0,0,1
853,3,9.0,0,1,1,15.2458,1,0,1,0,0
580,3,32.0,0,0,0,7.925,0,1,0,0,1
487,1,35.0,0,1,0,90.0,1,0,0,0,1
610,1,40.0,0,0,0,153.4625,1,0,0,0,1
832,2,0.83,0,1,1,18.75,0,1,0,0,1
838,3,28.0,0,0,0,8.05,0,1,0,0,1
455,3,28.0,0,0,0,8.05,0,1,0,0,1
653,3,21.0,0,0,0,8.4333,0,1,0,0,1
111,1,47.0,0,0,0,52.0,0,1,0,0,1
110,3,28.0,0,1,0,24.15,1,0,0,1,0
44,2,3.0,0,1,2,41.5792,1,0,1,0,0
414,2,28.0,0,0,0,0.0,0,1,0,0,1
17,3,2.0,0,4,1,29.125,0,1,0,1,0
57,2,21.0,0,0,0,10.5,1,0,0,0,1
518,3,28.0,0,0,0,24.15,0,1,0,1,0
141,3,28.0,0,0,2,15.2458,1,0,1,0,0
253,1,62.0,0,0,0,26.55,0,1,0,0,1
355,3,28.0,0,0,0,7.225,0,1,1,0,0
648,1,56.0,0,0,0,35.5,0,1,1,0,0
69,3,17.0,0,4,2,7.925,1,0,0,0,1
209,3,16.0,0,0,0,7.75,1,0,0,1,0
150,2,42.0,0,0,0,13.0,0,1,0,0,1
264,1,40.0,0,0,0,0.0,0,1,0,0,1
619,2,4.0,0,2,1,39.0,1,0,0,0,1
329,3,31.0,0,1,1,20.525,1,0,0,0,1
685,2,60.0,0,1,1,39.0,0,1,0,0,1
886,3,39.0,0,0,5,29.125,1,0,0,1,0
440,2,31.0,0,0,0,10.5,0,1,0,0,1
443,3,25.0,0,1,0,7.775,0,1,0,0,1
596,3,36.0,0,1,1,24.15,0,1,0,0,1
642,1,24.0,0,0,0,69.3,1,0,1,0,0
466,3,38.0,0,0,0,7.05,0,1,0,0,1
768,3,30.0,1,0,0,7.75,1,0,0,1,0
505,1,16.0,0,0,0,86.5,1,0,0,0,1
656,2,24.0,0,2,0,73.5,0,1,0,0,1
430,3,32.0,0,0,0,8.05,0,1,0,0,1
729,2,25.0,0,1,0,26.0,0,1,0,0,1
651,3,28.0,0,0,0,7.8958,0,1,0,0,1
225,1,38.0,0,1,0,90.0,0,1,0,0,1
709,1,22.0,0,0,0,151.55,1,0,0,0,1
50,3,18.0,0,1,0,17.8,1,0,0,0,1
286,3,33.0,0,0,0,8.6625,0,1,1,0,0
687,3,14.0,0,4,1,39.6875,0,1,0,0,1
790,1,46.0,0,0,0,79.2,0,1,1,0,0
696,2,52.0,0,0,0,13.5,0,1,0,0,1
290,3,22.0,0,0,0,7.75,1,0,0,1,0
16,2,55.0,0,0,0,16.0,1,0,0,0,1
618,3,26.0,0,1,0,16.1,1,0,0,0,1
8,3,2.0,0,3,1,21.075,0,1,0,0,1
337,1,29.0,0,1,0,66.6,0,1,0,0,1
612,3,28.0,0,0,0,7.05,0,1,0,0,1
602,3,28.0,0,0,0,7.8958,0,1,0,0,1
546,1,64.0,0,0,0,26.0,0,1,0,0,1
324,2,22.0,0,1,1,29.0,1,0,0,0,1
791,3,28.0,0,0,0,7.75,0,1,0,1,0
323,2,30.0,0,0,0,12.35,1,0,0,1,0
613,3,28.0,0,1,0,15.5,1,0,0,1,0
766,1,51.0,0,1,0,77.9583,1,0,0,0,1
639,3,41.0,0,0,5,39.6875,1,0,0,0,1
884,2,28.0,0,0,0,10.5,0,1,0,0,1
566,3,24.0,0,2,0,24.15,0,1,0,0,1
187,3,28.0,0,1,0,15.5,1,0,0,1,0
767,1,28.0,0,0,0,39.6,0,1,1,0,0
195,1,44.0,0,0,0,27.7208,1,0,1,0,0
728,3,28.0,0,0,0,7.7375,1,0,0,1,0
816,1,28.0,0,0,0,0.0,0,1,0,0,1
228,3,20.0,1,0,0,7.25,0,1,0,0,1
434,3,17.0,0,0,0,7.125,0,1,0,0,1
830,1,62.0,0,0,0,80.0,1,0,0,0,1
344,2,25.0,0,0,0,13.0,0,1,0,0,1
787,3,18.0,0,0,0,7.4958,1,0,0,0,1
761,3,28.0,0,0,0,14.5,0,1,0,0,1
288,3,22.0,0,0,0,7.8958,0,1,0,0,1
814,3,6.0,0,4,2,31.275,1,0,0,0,1
15,3,14.0,0,0,0,7.8542,1,0,0,0,1
32,1,28.0,0,1,0,146.5208,1,0,1,0,0
38,3,21.0,0,0,0,8.05,0,1,0,0,1
747,3,16.0,0,1,1,20.25,0,1,0,0,1
537,1,45.0,0,0,0,26.55,0,1,0,0,1
775,2,54.0,0,1,3,23.0,1,0,0,0,1
328,2,36.0,0,0,0,13.0,1,0,0,0,1
609,2,22.0,0,1,2,41.5792,1,0,1,0,0
538,1,30.0,0,0,0,106.425,1,0,1,0,0
664,3,36.0,0,0,0,7.4958,0,1,0,0,1
230,3,28.0,0,3,1,25.4667,1,0,0,0,1
26,3,38.0,0,1,5,31.3875,1,0,0,0,1
484,3,63.0,0,0,0,9.5875,1,0,0,0,1
525,3,28.0,0,0,0,7.2292,0,1,1,0,0
390,2,17.0,0,0,0,12.0,1,0,1,0,0
643,3,2.0,0,3,2,27.9,1,0,0,0,1
238,2,8.0,0,0,2,26.25,1,0,0,0,1
376,1,28.0,0,1,0,82.1708,1,0,1,0,0
515,3,24.0,0,0,0,7.4958,0,1,0,0,1
857,1,45.0,0,1,1,164.8667,1,0,0,0,1
827,3,28.0,0,0,0,56.4958,0,1,0,0,1
63,1,45.0,0,1,0,83.475,0,1,0,0,1
785,3,25.0,0,0,0,7.05,0,1,0,0,1
56,1,28.0,0,0,0,35.5,0,1,0,0,1
99,2,34.0,0,0,1,23.0,1,0,0,0,1
229,2,18.0,0,0,0,13.0,0,1,0,0,1
358,2,38.0,0,0,0,13.0,1,0,0,0,1
541,1,36.0,0,0,2,71.0,1,0,0,0,1
676,3,18.0,0,0,0,7.775,0,1,0,0,1
551,1,17.0,0,0,2,110.8833,0,1,1,0,0
335,1,28.0,0,1,0,133.65,1,0,0,0,1
614,3,28.0,0,0,0,7.75,0,1,0,1,0
84,1,28.0,0,0,0,47.1,0,1,0,0,1
33,3,28.0,0,0,0,7.75,1,0,0,1,0
261,3,28.0,0,0,0,7.75,0,1,0,1,0
479,3,22.0,0,0,0,7.5208,0,1,0,0,1
503,3,28.0,0,0,0,7.6292,1,0,0,1,0
542,3,9.0,0,4,2,31.275,1,0,0,0,1
584,1,36.0,0,0,0,40.125,0,1,1,0,0
252,3,29.0,0,1,1,10.4625,1,0,0,0,1
233,2,59.0,0,0,0,13.5,0,1,0,0,1
336,3,28.0,0,0,0,7.8958,0,1,0,0,1
64,3,4.0,0,3,2,27.9,0,1,0,0,1
137,1,19.0,0,0,2,26.2833,1,0,0,0,1
397,3,31.0,0,0,0,7.8542,1,0,0,0,1
678,3,18.0,0,0,0,9.8417,1,0,0,0,1
178,1,50.0,0,0,0,28.7125,1,0,1,0,0
654,3,28.0,0,0,0,7.8292,1,0,0,1,0
59,2,5.0,0,1,2,27.75,1,0,0,0,1
684,3,14.0,0,5,2,46.9,0,1,0,0,1
198,3,42.0,0,0,1,8.4042,0,1,0,0,1
66,3,28.0,0,1,1,15.2458,0,1,1,0,0
590,3,28.0,0,0,0,8.05,0,1,0,0,1
385,3,28.0,0,0,0,7.8958,0,1,0,0,1
673,2,70.0,0,0,0,10.5,0,1,0,0,1
557,1,48.0,0,1,0,39.6,1,0,1,0,0
429,3,28.0,0,0,0,7.75,0,1,0,1,0
10,2,14.0,0,1,0,30.0708,1,0,1,0,0
597,2,28.0,0,0,0,33.0,1,0,0,0,1
108,3,28.0,0,0,0,7.775,0,1,0,0,1
94,3,26.0,0,1,2,20.575,0,1,0,0,1
125,1,54.0,0,0,1,77.2875,0,1,0,0,1
698,3,28.0,0,0,0,7.7333,1,0,0,1,0
134,2,29.0,0,1,0,26.0,1,0,0,0,1
